"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mlu_20745.mRNA1",148.913909791932,-1.52422310986832,0.358212952465915,-4.24786174474081,2.15820507079173e-05,0.00367243983443104
"Mlu_03009.mRNA1",88.497223217608,1.46588379958028,0.346625490112856,4.24598385801569,2.17636299457179e-05,0.0036852726161254
"Mlu_45339.mRNA1",24.5936927052624,2.19393612666517,0.536265274016801,4.24329169979981,2.20264823278248e-05,0.00371167612158146
"Mlu_38673.mRNA1",556.716431607185,-1.00196183918795,0.236921282748235,-4.22616224406515,2.37710629718432e-05,0.0039863039079304
"Mlu_26034.mRNA1",551.015830811005,1.05928126195019,0.251008973674717,4.22068400342776,2.43562156587116e-05,0.0040647947796195
"Mlu_01455.mRNA1",211.3344694942,-1.05390888026406,0.249484806596763,-4.21729417607918,2.47251326893851e-05,0.00410661976577333
"Mlu_32519.mRNA1",1776.60680060134,-0.901339525827906,0.213972011930832,-4.21292762343952,2.52081857024055e-05,0.00416691309660762
"Mlu_15732.mRNA1",1045.34075020662,1.26492542571234,0.30039744737555,4.21039693144747,2.54922404185951e-05,0.0041741138757108
"Mlu_41241.mRNA1",203.193462150758,2.51836903233789,0.603923051176476,4.21066317535883,2.54622134731787e-05,0.0041741138757108
"Mlu_05572.mRNA1",250.581957703658,1.20844521534712,0.287345310802579,4.20327629262745,2.63079144337775e-05,0.00428744898469352
"Mlu_26415.mRNA1",9.31413221252956,2.89009115115944,0.599528347838499,4.19640889062537,2.71180477910496e-05,0.00437836647893351
"Mlu_33990.mRNA1",276.882726611913,2.51650630515316,0.603164012353287,4.1973471983171,2.70059748632463e-05,0.00437836647893351
"Mlu_27466.mRNA1",14.6024994327035,2.5618855070442,0.570265638192987,4.19304018501714,2.75240662631702e-05,0.00442334681571032
"Mlu_18598.mRNA1",14.5310247440944,2.64387690114165,0.593407816509319,4.1840266576243,2.86390505481232e-05,0.00458132424735946
"Mlu_32248.mRNA1",621.688149360579,-2.07872357148771,0.501391506399305,-4.17786601586411,2.94256900566017e-05,0.00468556871071017
"Mlu_03239.mRNA1",104.521453315157,-1.76770512243998,0.424318790934341,-4.17314608727024,3.00422174395762e-05,0.00476189723278542
"Mlu_24950.mRNA1",874.228851335917,1.70573298230153,0.576768877710345,4.17070759173391,3.03655294257197e-05,0.0047912664679773
"Mlu_26733.mRNA1",47.6532677972023,-2.19785502551344,0.512927905166783,-4.16277787323725,3.14399181067594e-05,0.00493834333592733
"Mlu_03912.mRNA1",129.052433544478,0.938367457867604,0.225568150004262,4.16021969497982,3.17941610566307e-05,0.00494252874163226
"Mlu_10296.mRNA1",18.0736005948958,2.3695452327368,0.565592024659115,4.15950565577405,3.18937123880283e-05,0.00494252874163226
"Mlu_25390.mRNA1",662.308971231713,-0.990241676161758,0.237921072999051,-4.16081769577707,3.1711015035798e-05,0.00494252874163226
"Mlu_18797.mRNA1",71.3263836320255,-1.16157772070589,0.278293883314169,-4.15652141695524,3.23129893370062e-05,0.00498524799491331
"Mlu_38788.mRNA1",84.5171672414243,1.27637887554772,0.306762695922206,4.15280018199821,3.28431504776406e-05,0.00504462071916079
"Mlu_38728.mRNA1",229.089569124843,-1.41011767440163,0.33997707352895,-4.15089263744372,3.3118110084759e-05,0.00506444473732264
"Mlu_01550.mRNA1",1431.31244968799,-0.72405358193085,0.174600319804782,-4.14647329590762,3.37635537478534e-05,0.00514050105811067
"Mlu_12432.mRNA1",104.407564263787,1.15792043213238,0.279000672994266,4.14418070064383,3.41030759247385e-05,0.005169519976312
"Mlu_10122.mRNA1",617.98092576756,1.08454379233901,0.262046684440274,4.14257958768742,3.43421134162595e-05,0.00518312079573311
"Mlu_08461.mRNA1",18.7674153575719,2.30943064078738,0.542247269943573,4.1360907058364,3.53272595704282e-05,0.00524066308319775
"Mlu_12578.mRNA1",10.6264660081522,2.76714935483234,0.596718311062313,4.13758349186181,3.50982750740191e-05,0.00524066308319775
"Mlu_33034.mRNA1",79.5186624257115,1.2036536724223,0.291803552262011,4.13873066645346,3.49232638470349e-05,0.00524066308319775
"Mlu_43104.mRNA1",175.155930369425,-1.00416092692001,0.242711135939066,-4.13702352514358,3.51840049457438e-05,0.00524066308319775
"Mlu_26146.mRNA1",429.254613358571,-1.06662802070699,0.258368707073861,-4.1269446733391,3.67614792195934e-05,0.00543021799212658
"Mlu_04104.mRNA1",1804.52924743445,-0.90863874465432,0.220278186781288,-4.12526700471717,3.70304900099811e-05,0.00544021419981903
"Mlu_29557.mRNA1",1005.3732930269,2.09487405690628,0.500248996835643,4.12457130651151,3.71425911144848e-05,0.00544021419981903
"Mlu_13621.mRNA1",155.364040644258,-1.50916317353021,0.364809083420003,-4.12115355183519,3.7698004955197e-05,0.00549836489920064
"Mlu_39891.mRNA1",819.845416730647,-0.679102143978231,0.164905053978925,-4.11888045011458,3.80717589809536e-05,0.00552964422387381
"Mlu_05595.mRNA1",367.010428368323,-0.90685755160375,0.220277037869628,-4.11558255873312,3.86202725909391e-05,0.00558593967687195
"Mlu_44887.mRNA1",1233.31367176139,-0.976176935056961,0.237213412314633,-4.11422938466096,3.88474992097597e-05,0.00559549062269041
"Mlu_11056.mRNA1",498.641219987582,-1.32016551739667,0.321462395943797,-4.10695135761961,4.00915617004154e-05,0.00574236455650786
"Mlu_30895.mRNA1",3515.94086330651,-0.998533377162889,0.242975379414908,-4.10444373734662,4.05288887835804e-05,0.00574236455650786
"Mlu_40433.mRNA1",86.2099936836628,1.73789044070354,0.578635997887532,4.1045351678214,4.05128641691222e-05,0.00574236455650786
"Mlu_44606.mRNA1",319.940081777007,1.34797209483145,0.327989378568697,4.10622981248164,4.02169375586263e-05,0.00574236455650786
"Mlu_03441.mRNA1",21.2956736199042,2.04834084429218,0.498426197553825,4.10061401913502,4.12055349640732e-05,0.00574865149178136
"Mlu_05249.mRNA1",86.0975331321684,1.54583398825492,0.373222962733673,4.10096121453356,4.11437523378278e-05,0.00574865149178136
"Mlu_11832.mRNA1",57.4449996417507,1.77743701356442,0.43716644099356,4.10044478454068,4.12356817749419e-05,0.00574865149178136
"Mlu_28020.mRNA1",216.394047269347,-2.44047637739672,0.575659492631325,-4.10104876217914,4.11281873170271e-05,0.00574865149178136
"Mlu_16599.mRNA1",547.834317578444,1.07872893742333,0.263052215137714,4.09950737760818,4.14030472765825e-05,0.00574889592044803
"Mlu_12212.mRNA1",895.168960102989,1.67753089211877,0.57527149766092,4.09720774098741,4.18163608091021e-05,0.00578315272018471
"Mlu_13856.mRNA1",6.16217528448318,2.46606639191818,0.604388362966189,4.07932741787988,4.5166186060239e-05,0.00616936390791124
"Mlu_39072.mRNA1",57.756854228858,2.28350856586704,0.604537594668637,4.07854112034931,4.53191874801371e-05,0.00616936390791124
"Mlu_40864.mRNA1",231.339367249206,-0.904985472472302,0.221943342428791,-4.07853774417343,4.53198454906625e-05,0.00616936390791124
"Mlu_43822.mRNA1",109.743911777482,1.3518194255577,0.331040152774466,4.0789889484418,4.52319868645178e-05,0.00616936390791124
"Mlu_18055.mRNA1",521.857708138639,-0.786325292673894,0.192986584680928,-4.07331589162295,4.63484923260777e-05,0.00628474693013725
"Mlu_02250.mRNA1",21.4079723142543,2.28935793797641,0.564932892911351,4.06748318137702,4.75236373593951e-05,0.006401634919261
"Mlu_07153.mRNA1",96.3819763171629,-1.23962678925321,0.304141178968818,-4.06721008879659,4.75793451781563e-05,0.006401634919261
"Mlu_09302.mRNA1",605.181660449561,-1.00190179460246,0.246458202779009,-4.06559249514673,4.79105877025057e-05,0.00640623483352672
"Mlu_23931.mRNA1",202.51521521041,-1.13291147647347,0.27857891004945,-4.06524208410046,4.79826306201408e-05,0.00640623483352672
"Mlu_38901.mRNA1",98.0272527229484,1.18456027803837,0.291763850552315,4.06164114131063,4.87289431200979e-05,0.00648094943497302
"Mlu_12773.mRNA1",414.104347261305,-1.05320718635429,0.259857971686379,-4.05139496590402,5.09131803575741e-05,0.00674560774714683
"Mlu_16950.mRNA1",2808.03627470099,-1.03542538048327,0.255787143459098,-4.04549167686862,5.22134208854868e-05,0.00689157596653195
"Mlu_27509.mRNA1",599.631594429791,-0.756242031094101,0.187174695895914,-4.04018857489787,5.34082410593343e-05,0.00702257678747224
"Mlu_15141.mRNA1",262.764247412274,0.915267050800068,0.226539229153203,4.03628316867749,5.43046675185873e-05,0.00708675911117564
"Mlu_21114.mRNA1",123.442055044045,1.42729614852883,0.354659278889902,4.03659928349385,5.42315812434355e-05,0.00708675911117564
"Mlu_15651.mRNA1",159.429364999264,2.21457155499135,0.550666830399513,4.0344554870678,5.47290634458353e-05,0.00711539318125573
"Mlu_13801.mRNA1",209.182570908839,1.04618688886308,0.260086123463969,4.02533401071654,5.68945013075639e-05,0.00734192871334374
"Mlu_40305.mRNA1",2586.02942556513,0.608215182749261,0.151062141009251,4.02588568126385,5.67612618640685e-05,0.00734192871334374
"Mlu_22108.mRNA1",1712.58532235434,-0.880054302155776,0.218609401598349,-4.02416144437258,5.71786841220089e-05,0.00735127282195294
"Mlu_32439.mRNA1",105.226008139942,1.26754045707109,0.315233512035683,4.02070763218109,5.80235818152576e-05,0.00743237120130272
"Mlu_07533.mRNA1",379.641003419409,-1.15454162270068,0.287393050599073,-4.01899477052384,5.84469679765826e-05,0.00745301262916388
"Mlu_09568.mRNA1",122.019519809405,1.16272363861335,0.289822893612251,4.01832171169519,5.86141344096373e-05,0.00745301262916388
"Mlu_12280.mRNA1",138.217574469677,1.12650883662438,0.281552589123459,4.01716645909833,5.89021185176603e-05,0.00746229649672825
"Mlu_04992.mRNA1",54.9952032649144,1.48000966106064,0.368443728117137,4.013185957402,5.9904683585248e-05,0.00755563837721587
"Mlu_39174.mRNA1",3010.7751210444,-0.682985814382657,0.170192814084566,-4.01251911007058,6.00742140440636e-05,0.00755563837721587
"Mlu_23595.mRNA1",26.8647507908856,2.04143249145149,0.494672533522295,4.00793190439522,6.12527746796559e-05,0.00767605620019818
"Mlu_12585.mRNA1",1871.14745104806,-2.32984356130398,0.593636613375275,-4.00687926262162,6.15262942363222e-05,0.00768259802814911
"Mlu_04683.mRNA1",6.76588346407597,2.3296823832966,0.602505622613038,3.99597449580364,6.4428670445915e-05,0.00798754441853231
"Mlu_37621.mRNA1",7.41033881924686,2.70164509569109,0.597030394993483,3.99639828333405,6.43134965147862e-05,0.00798754441853231
"Mlu_27285.mRNA1",17.3296173424121,2.25870046412319,0.543002734478817,3.99453256028409,6.48220132264146e-05,0.00800771012501256
"Mlu_18276.mRNA1",221.929851046553,0.932043098386025,0.233858697990882,3.99194849701317,6.55326073934877e-05,0.00805960440464004
"Mlu_23544.mRNA1",169.994338203041,-1.13935405303523,0.285786318046771,-3.99132035470204,6.57064513730629e-05,0.00805960440464004
"Mlu_16684.mRNA1",10.9288041241877,2.36021076506589,0.563975484776836,3.98999797201527,6.60738601967015e-05,0.00807613348242288
"Mlu_16008.mRNA1",14439.6499035861,-1.0942817610353,0.274338186598236,-3.9869303729412,6.69336578012702e-05,0.00812638310030661
"Mlu_44369.mRNA1",175.38361981573,1.5154775693683,0.379263798585587,3.98686117262829,6.69531750839078e-05,0.00812638310030661
"Mlu_32907.mRNA1",390.177342754192,-1.21481933741253,0.304571958781933,-3.98538299312083,6.73713698197147e-05,0.00814864933990159
"Mlu_42769.mRNA1",283.639956522495,0.808373449760866,0.20285389938746,3.98330082330004,6.79646354279435e-05,0.00819186246392432
"Mlu_37119.mRNA1",34.6091776878238,1.66778557952163,0.411779919534017,3.9810686076728,6.86061419705641e-05,0.00824057095579305
"Mlu_20881.mRNA1",418.833350595628,-2.23233830243654,0.566041216418108,-3.970907775837,7.15992936025633e-05,0.00857043544422682
"Mlu_34517.mRNA1",24.1099571579722,2.02221381435269,0.512447896616174,3.96639609877241,7.29675623815638e-05,0.0087042027249183
"Mlu_38128.mRNA1",202.805315313606,1.41655522397756,0.555884980661116,3.9654845568754,7.32469948512616e-05,0.00870761278175289
"Mlu_39109.mRNA1",966.027143186408,2.17970187150889,0.539422869852146,3.95998187495343,7.49554521551526e-05,0.00888030242546694
"Mlu_02158.mRNA1",763.053988561135,-1.23414739720027,0.311410696891596,-3.95909871376853,7.52331385659584e-05,0.00888288414639495
"Mlu_35989.mRNA1",21.6984950100399,2.37505429361797,0.576282293626086,3.95713008944098,7.58556249490228e-05,0.00892602138595061
"Mlu_25388.mRNA1",244.985511453992,1.66812243169825,0.575384013357462,3.95495442748156,7.65492419156173e-05,0.00897720890073251
"Mlu_33779.mRNA1",83.9880163045415,1.39242335271606,0.350372290000031,3.9510122553226,7.78213388002874e-05,0.00909566375008207
"Mlu_31144.mRNA1",1253.12086776767,0.837409082435536,0.212361067219157,3.94271190063548,8.05654133823027e-05,0.00938478924409353
"Mlu_22109.mRNA1",895.175843213466,0.696579865901186,0.176865717708733,3.94034275126455,8.136527181242e-05,0.00944626314523257
"Mlu_11531.mRNA1",1449.21044931066,0.738431241977086,0.187782789116992,3.93172373612806,8.43389533531881e-05,0.0097588602924974
"Mlu_40294.mRNA1",767.85555325006,0.66367613647353,0.168891002808812,3.9288499307747,8.53530808764387e-05,0.00981079965716496
"Mlu_45882.mRNA1",244.280438124768,1.17437350741224,0.299093815282645,3.92911747605704,8.525818347432e-05,0.00981079965716496
"Mlu_35460.mRNA1",605.24461560686,-1.13241110680398,0.288846699800543,-3.91869075889758,8.90312529305764e-05,0.0101998081946505
"Mlu_22228.mRNA1",48.6592930830247,-1.61820834170533,0.40850860826872,-3.9162166617514,8.99494174761759e-05,0.0102710991080608
"Mlu_07986.mRNA1",465.346066841378,1.27709573465494,0.326499956156658,3.90841921364074,9.29020018937802e-05,0.0105194349540551
"Mlu_17341.mRNA1",1138.86611131057,2.16772576520521,0.6022517268559,3.90807781257297,9.30333457464042e-05,0.0105194349540551
"Mlu_35530.mRNA1",402.896180529114,1.15918075503468,0.295916656681606,3.90888763174127,9.27220769937435e-05,0.0105194349540551
"Mlu_44612.mRNA1",7891.25345310993,-0.836966806610943,0.214432489987908,-3.90377825116552,9.47025566993235e-05,0.0106734086061806
"Mlu_29004.mRNA1",240.313491719151,1.24337172418376,0.318738185514583,3.90275507852915,9.51039263101551e-05,0.010683956614901
"Mlu_44172.mRNA1",362.079102200547,1.05843429720564,0.27136614934965,3.90165797111231,9.55360833899928e-05,0.0106978840732801
"Mlu_07095.mRNA1",16.6498699109026,-2.09910366859134,0.527536220518428,-3.89909849779689,9.65514950646674e-05,0.0107682713330236
"Mlu_36157.mRNA1",40.1134800859996,1.76933276628697,0.453806086048238,3.89851330181963,9.67850850085948e-05,0.0107682713330236
"Mlu_06996.mRNA1",50.2915053295909,-1.30636697421981,0.333268027537475,-3.89708699986646,9.73566524296338e-05,0.0107972571111498
"Mlu_00921.mRNA1",180.576127575723,2.33299461272603,0.595794381738144,3.89477187574597,9.8291190702362e-05,0.010866185040927
"Mlu_46496.mRNA1",94.5478072629264,-1.27297190371152,0.327819938863285,-3.88868331392142,0.000100789529024032,0.0111070060984483
"Mlu_12047.mRNA1",68.21491582948,2.3247678086861,0.605087522715809,3.88374843612753,0.000102858330064937,0.0112991177580511
"Mlu_00947.mRNA1",273.024073755969,-0.877624388773757,0.22594967909263,-3.8818519618612,0.000103663979847493,0.0113516963168645
"Mlu_41818.mRNA1",118.873331439837,1.04242220027439,0.268529102875735,3.88064290866506,0.000104180707941529,0.011372405392372
"Mlu_41987.mRNA1",8245.27905346254,-0.950840906126686,0.245013584002264,-3.8798679987784,0.000104513168034672,0.0113729329215912
"Mlu_07116.mRNA1",19.9060502920902,1.79717078447295,0.452381281531528,3.87713648473045,0.000105693073739497,0.0114653864647474
"Mlu_16400.mRNA1",1249.1937036414,-1.08791468770269,0.280748506523858,-3.87064728194942,0.000108546752701657,0.0116655833638781
"Mlu_42106.mRNA1",519.431892826338,0.640752024466011,0.165601336707653,3.87071112864141,0.000108518324833261,0.0116655833638781
"Mlu_43213.mRNA1",92.2342979047559,-1.17628015998731,0.302974063451349,-3.87135065743437,0.000108233960658723,0.0116655833638781
"Mlu_03503.mRNA1",441.935049622491,-1.21416365638143,0.31344675719543,-3.86958050334761,0.000109022778738457,0.0116805793776175
"Mlu_07402.mRNA1",286.007847797895,-1.19429427212394,0.309142392323774,-3.86524344027248,0.000110978452156465,0.0118171626064643
"Mlu_13008.mRNA1",25.2109169272268,2.0366564032253,0.518408172908673,3.86594657955212,0.000110659159909767,0.0118171626064643
"Mlu_03320.mRNA1",236.574969694707,-1.24445546241376,0.321191819869357,-3.861774802375,0.000112566303145485,0.0119131526862477
"Mlu_29432.mRNA1",283.707830203894,1.35472331696867,0.349659490894203,3.86217537321379,0.000112381843842943,0.0119131526862477
"Mlu_27607.mRNA1",1238.43439739577,-0.646212786971886,0.167484674470703,-3.85781516432108,0.000114405110104426,0.0120709561916564
"Mlu_09567.mRNA1",745.592438217619,-0.761412443588035,0.197553023367963,-3.85380968293424,0.000116294005559986,0.0122330721666781
"Mlu_24508.mRNA1",857.53346210909,-0.6337440907277,0.16451591721095,-3.85222177947829,0.000117050935055555,0.0122754957963247
"Mlu_13036.mRNA1",241.658037414671,0.872293465401896,0.227065697698565,3.84375231260409,0.000121167300511784,0.0126308723803771
"Mlu_18543.mRNA1",532.074890514674,-0.891324342214648,0.231682086462428,-3.84397536388353,0.000121057163951926,0.0126308723803771
"Mlu_13044.mRNA1",62.1645343038958,2.34824531632791,0.599832662386354,3.84148357778957,0.000122292919243152,0.0127100422325975
"Mlu_07033.mRNA1",816.382954090559,-1.89965026967756,0.492343185462728,-3.83962777374193,0.000123220987497578,0.0127302682708435
"Mlu_23029.mRNA1",53130.9098820981,-0.660605029447126,0.172020669849173,-3.83992832584287,0.000123070235307706,0.0127302682708435
"Mlu_21586.mRNA1",571.782567486467,0.731057822090904,0.190506321989633,3.83782154676057,0.000124130635480581,0.0127861921348291
"Mlu_12718.mRNA1",1511.14114551378,-1.1095414473032,0.289443399823614,-3.83441323768542,0.0001258643886792,0.0128503838947678
"Mlu_44819.mRNA1",413.141907801324,-0.775703374469422,0.202249083620473,-3.83556316272561,0.000125276904409611,0.0128503838947678
"Mlu_46719.mRNA1",1023.47634642649,-1.18665759035011,0.309820076367435,-3.83488581281135,0.000125622641541559,0.0128503838947678
"Mlu_34894.mRNA1",3404.9268764852,-0.688504510888575,0.179919490099604,-3.82648961913721,0.000129983628384883,0.0132320284226523
"Mlu_25795.mRNA1",1569.60069225424,-0.802880014916065,0.209797907060779,-3.82524128378773,0.000130644069394209,0.0132603730435122
"Mlu_04802.mRNA1",90.302933753002,1.86969351442064,0.58926363670645,3.82301295604953,0.000131830849731392,0.0133418200779178
"Mlu_08210.mRNA1",68.9441515506676,1.3334529498921,0.348311785183801,3.82201010873986,0.000132368262164628,0.0133436481455316
"Mlu_42260.mRNA1",142.996267740422,-0.924115958919415,0.241799547385987,-3.82154592320439,0.000132617711238107,0.0133436481455316
"Mlu_45059.mRNA1",2138.28310839565,-0.701222312156728,0.18359450912111,-3.81946434455629,0.000133741789315894,0.0134178576084469
"Mlu_03247.mRNA1",214.751783749525,-1.07644689488389,0.281681798821449,-3.81687948581249,0.000135150141252477,0.0135200773870237
"Mlu_06820.mRNA1",264.83248136677,-1.99240598420225,0.51876320725532,-3.81286462450174,0.000137365360616995,0.0136238964659935
"Mlu_14259.mRNA1",271.959121706083,0.939834901015414,0.246356936995205,3.81409478711244,0.000136683003815484,0.0136238964659935
"Mlu_18502.mRNA1",167.20090561102,1.18820015305695,0.311660661459692,3.81287807674854,0.000137357881489808,0.0136238964659935
"Mlu_12161.mRNA1",328.312816625672,0.824106239077777,0.216598180651863,3.80611357859197,0.000141167574208644,0.0139611111210959
"Mlu_40490.mRNA1",53.128640240407,-1.7626617233957,0.454579035067488,-3.80375831324256,0.000142517232794705,0.014054547448871
"Mlu_44291.mRNA1",380.066810953617,0.720394218494984,0.189447222105442,3.80233670439884,0.000143337741385477,0.0140954193108047
"Mlu_31492.mRNA1",1536.25521353849,-0.74212471643024,0.195307665664297,-3.79886219167152,0.000145361885301591,0.0142139355618989
"Mlu_33481.mRNA1",3334.7623023929,-0.810279767345053,0.213272164671594,-3.79908958313294,0.000145228595183629,0.0142139355618989
"Mlu_30877.mRNA1",113.452701852452,-1.62735164639238,0.426015750661265,-3.79414471196898,0.000148153253390422,0.014405725167904
"Mlu_40869.mRNA1",4768.85315099294,-0.657469317623914,0.173264682029734,-3.7944547441905,0.000147968266492741,0.014405725167904
"Mlu_13606.mRNA1",703.932474663756,-0.609651653989937,0.161390225532041,-3.77756240953276,0.000158370826495901,0.0153562192741682
"Mlu_01005.mRNA1",22.216720332157,1.98318561730817,0.517441223527212,3.77288253606533,0.000161372274177546,0.0155603215375699
"Mlu_17862.mRNA1",41.4638452085448,1.37222918035846,0.361759646529675,3.77299485951174,0.000161299612555642,0.0155603215375699
"Mlu_15846.mRNA1",975.86664180388,1.02877570498953,0.272879642444294,3.76951542315959,0.00016356480164484,0.0156187072853378
"Mlu_16895.mRNA1",45.3836690455821,-1.81696179183586,0.489585038988342,-3.7697474014326,0.000163412852304186,0.0156187072853378
"Mlu_17436.mRNA1",1421.79847015384,-0.558726386479478,0.148229431399893,-3.76919099276378,0.000163777531526027,0.0156187072853378
"Mlu_33133.mRNA1",227.443069720656,-0.94018566529945,0.249137845807021,-3.77040632278258,0.000162981972759592,0.0156187072853378
"Mlu_44839.mRNA1",43.8624353839392,-1.8753065082036,0.490076326483455,-3.76670280458178,0.000165417718465831,0.0157319048249436
"Mlu_28057.mRNA1",13.0615097895676,-2.40120869358846,0.600756408992944,-3.76260681317296,0.000168151454023127,0.0159482006106688
"Mlu_19160.mRNA1",271.722802597236,-1.1018607829021,0.293788047015402,-3.7572328795243,0.000171802600683894,0.0162500917644142
"Mlu_02503.mRNA1",555.444402118062,-0.862205586582307,0.229553055447866,-3.75424042164643,0.000173867920325198,0.016400753038719
"Mlu_15496.mRNA1",474.85534797382,-1.20736712854548,0.322034516677874,-3.74857792661408,0.000177840082637341,0.0166397918829919
"Mlu_28356.mRNA1",14.0250649265494,2.09719127360864,0.544393711850709,3.74870920982436,0.000177747030818013,0.0166397918829919
"Mlu_31471.mRNA1",350.015802375099,1.15912354173224,0.309745556950468,3.74960598974521,0.000177112628393816,0.0166397918829919
"Mlu_12929.mRNA1",19.2756025614463,1.93064679972569,0.503078613729908,3.74739079943402,0.00017868358510942,0.0166737722846863
"Mlu_26228.mRNA1",40.3998961393157,-1.90155350393047,0.495123377375937,-3.74639094937669,0.000179396936535148,0.0166954580641946
"Mlu_18289.mRNA1",139.207677171214,1.13764988878308,0.304255127636401,3.74152245510994,0.000182908830881391,0.0168864740595365
"Mlu_36276.mRNA1",3580.27666386988,-0.673843797942513,0.180044168275559,-3.74213105490878,0.000182466308385346,0.0168864740595365
"Mlu_40934.mRNA1",289.243350893884,-0.887728024979629,0.237215293598795,-3.74156186055898,0.000182880148037355,0.0168864740595365
"Mlu_42458.mRNA1",15.6473425444633,1.95533895930792,0.510118987858319,3.73530804813965,0.0001874855427618,0.0172630918989134
"Mlu_03413.mRNA1",509.267809295368,-0.958919444130949,0.256906959043936,-3.73230347988575,0.000189736712431141,0.017397008439169
"Mlu_15036.mRNA1",37.7102502955448,1.93115989369602,0.511997659639126,3.73199726393801,0.000189967565476821,0.017397008439169
"Mlu_31385.mRNA1",310.68832292906,1.03234194234234,0.276994667128999,3.73136713744259,0.000190443442136497,0.017397008439169
"Mlu_28156.mRNA1",253.792531913471,-0.834640000649551,0.223747069189823,-3.7294434571123,0.000191903161596826,0.0174843423845423
"Mlu_41735.mRNA1",1043.94926975286,-0.649117384228061,0.174220741591642,-3.72554287453778,0.000194895321103921,0.0177104745588492
"Mlu_26971.mRNA1",38.3172104493765,2.03115041200838,0.597591646701409,3.71909160329222,0.000199940537820532,0.0181215036275826
"Mlu_30297.mRNA1",4531.82597391089,-0.715553588673078,0.192848052446924,-3.71020897429689,0.000207088234693031,0.0187204528408833
"Mlu_31949.mRNA1",391.238620186772,1.86121722733367,0.496149096166875,3.70942509964359,0.000207730397686753,0.018729728038702
"Mlu_32088.mRNA1",276.912389251454,-0.94136681513806,0.253722633333851,-3.70865973379889,0.000208359202163797,0.0187377538464038
"Mlu_23497.mRNA1",149.47015080752,1.13649740002247,0.305947108205172,3.70660939628762,0.000210052526304744,0.0188412231152883
"Mlu_02685.mRNA1",1198.34875598993,-0.631046038226351,0.17035404252201,-3.70398076674821,0.00021224235735152,0.018988579769957
"Mlu_03321.mRNA1",706.114020790059,-0.827149950597732,0.223173365093398,-3.70183359857664,0.000214046987038085,0.0190518283616745
"Mlu_16434.mRNA1",262.818070549196,1.42209526183926,0.558232098523873,3.70193839979947,0.000213958571352142,0.0190518283616745
"Mlu_26297.mRNA1",1180.52211551401,-0.748620355347559,0.202467799268587,-3.69679257530841,0.000218340596693744,0.0193842893427875
"Mlu_05340.mRNA1",166.578294821463,-0.898655523430875,0.243286820141822,-3.69121432010378,0.00022318597646373,0.0196408816750662
"Mlu_19959.mRNA1",150.469943914053,-1.83902972454055,0.556856635086931,-3.69029993933148,0.000223989790026632,0.0196408816750662
"Mlu_24132.mRNA1",131.16672529041,-1.00314626533544,0.271523417605846,-3.69022040243183,0.000224059837620667,0.0196408816750662
"Mlu_45275.mRNA1",115.074798876524,-1.19332971678486,0.322359906636096,-3.69206596170956,0.000222439751861082,0.0196408816750662
"Mlu_46524.mRNA1",101.448137964748,-1.10162975902672,0.298593736236387,-3.69041875910701,0.000223885184569221,0.0196408816750662
"Mlu_37254.mRNA1",790.395175782475,-0.640534605313785,0.173714687634791,-3.68731588495951,0.000226631957521095,0.0198163101799239
"Mlu_40671.mRNA1",473.196960874931,0.742309699627915,0.20154325117123,3.68392428326379,0.000229670489635914,0.0200315369515867
"Mlu_15657.mRNA1",3791.81287004261,-1.03594790722774,0.281441559624181,-3.68186931978718,0.00023153008661525,0.0201431175355268
"Mlu_16292.mRNA1",119.649152206168,-2.07664354613421,0.562461693667798,-3.67170830937128,0.000240934580748926,0.0209089052538437
"Mlu_28727.mRNA1",326.960942999975,0.914809617618358,0.249423891330711,3.66945462142802,0.000243068478802397,0.0210414865453058
"Mlu_24690.mRNA1",90.6230577015825,1.46569111850131,0.399482193475492,3.66203654171174,0.000250218156901142,0.0216065245783814
"Mlu_06975.mRNA1",189.815460616837,0.910566396621227,0.24886291329896,3.65855655589983,0.000253639773011443,0.0218043421983065
"Mlu_33109.mRNA1",82.1427634200602,-1.29651093829157,0.352692443271856,-3.65789105005341,0.000254299094251263,0.0218043421983065
"Mlu_36396.mRNA1",4.22329955394983,2.17690547994729,0.601927350550689,3.65779597759303,0.000254393414291882,0.0218043421983065
"Mlu_31249.mRNA1",117.961310181716,-1.10462873928882,0.301242639619093,-3.65685286138964,0.000255330845083353,0.0218272820263889
"Mlu_37749.mRNA1",14.4700375384626,2.08341222438733,0.5637426843164,3.65626315549925,0.000255918640991567,0.0218272820263889
"Mlu_32286.mRNA1",135.015001659883,-1.22554805726088,0.335388508391585,-3.65411758457338,0.000258067987098289,0.0219566520493699
"Mlu_19570.mRNA1",1058.71002322982,0.767865933699529,0.210430124691692,3.64933126990821,0.000262923869268279,0.0223151009142048
"Mlu_36308.mRNA1",222.560694690709,-0.800085665557273,0.219438490701917,-3.64801834747954,0.000264270770264153,0.0223747103614135
"Mlu_09603.mRNA1",329.368068712451,2.14101693016464,0.576750780330106,3.64581059275842,0.000266550256047621,0.0225127957133359
"Mlu_02414.mRNA1",73.8465696646235,-1.49420711611452,0.413576538894135,-3.64182939952673,0.000270707455062053,0.022660220944727
"Mlu_08118.mRNA1",271.204937774802,-0.915299932671691,0.251094045271274,-3.64298231321138,0.000269497362600223,0.022660220944727
